X,Y,ID,Site_name,Site_type,Municipality,TotalBeneficiaries_Patients,Funders_Implementers,Funders_Combined,IsPrimary,Number_Funders,PVSizekW,Savings_year,CO2_eq_avoided_metric_tonnes_ye,Battery_size_kWh,PV_Size_AVG,Savings_AVG,CO2avoided_AVG,Batterysize_AVG,loads_backed_up,Installer,CompletionDate,Status,Latitude,Longitude,Accurate_building_town,Address,SiteDescription,Last_update,ObjectId
-66.2274,17.978043,58,El Coqui Community Center,Community Center,Salinas,,Resilient Power Puerto Rico,Resilient Power Puerto Rico,1,1,5,1971,6.02,27,5,1971,6.020748,27,,,,Complete,17.978043,-66.2274,Town,,,,168
-66.582292,18.002396,59,Pabellon de la Victoria,Community Center,Ponce,,Resilient Power Puerto Rico,Resilient Power Puerto Rico,1,1,5,1971,6.02,27,5,1971,6.020748,27,,,,Complete,18.002396,-66.582292,Building,"Ponce 00716, Puerto Rico",,,169
-65.899182,18.006464,60,Comite Pro Desarollo Maunabo,Community Center,Maunabo,,Resilient Power Puerto Rico,"Resilient Power Puerto Rico, PR x PR ",1,2,5,1971,6.02,27,2.5,985.5,3.010374,13.5,,,,Complete,18.006464,-65.899182,Town,,,2019/07/17 00:00:00+00,170
-65.899182,18.006464,61,Comite Pro Desarollo Maunabo,Community Center,Maunabo,,PR x PR ,"Resilient Power Puerto Rico, PR x PR ",0,2,5,1971,6.02,27,2.5,,,13.5,,,,Complete,18.006464,-65.899182,Town,,,2019/07/17 00:00:00+00,171
-66.04409,18.445029,62,Iglesia Virtud del Espiritu Santo,Community Center,San Juan,,Resilient Power Puerto Rico,Resilient Power Puerto Rico,1,1,5,1971,6.02,27,5,1971,6.020748,27,,,,Complete,18.445029,-66.04409,Building,"Calle Henna #219, Santurce, 00915, Puerto Rico",,,172
-66.020863,18.40159,63,Iglesia de Dios Cristo Misionera,Community Center,San Juan,,Resilient Power Puerto Rico,Resilient Power Puerto Rico,1,1,5,1971,6.02,27,5,1971,6.020748,27,,,,Complete,18.40159,-66.020863,Building,"Av. Olmo, San Juan, 00924, Puerto Rico",,,173
-66.132879,18.443697,64,Iglesia San Martín de Porres,Community Center,San Juan,,Resilient Power Puerto Rico,Resilient Power Puerto Rico,1,1,5,1971,6.02,27,5,1971,6.020748,27,,,,Complete,18.443697,-66.132879,Building,"Cll Oeste Cementerio, Catano, 00962",,,174
-66.503674,18.227038,65,Comunidad Bo. Cacaos,Solar Laundry,Orocovis,,Direct Relief,Direct Relief,1,1,4.75,1872.45,5.72,8,4.75,1872.45,5.7197106,8,Solar Laundry,AZ Engineering LLC,5/8/18,Complete,18.227038,-66.503674,Building,"Bo. Cacaos Carr. 157 km 2.9 Orocovis, PR 00720",,2019/05/28 00:00:00+00,175
-66.673471,18.220823,66,Accion comunitaria del Vivi (ACEV),Solar Laundry,Utuado,250,Direct Relief,Direct Relief,1,1,4.75,1872.45,5.72,8,4.75,1872.45,5.7197106,8,Solar Laundry,AZ Engineering LLC,4/21/18,Complete,18.220823,-66.673471,Building,"Carr.605 Barrio Viví Arriba, km.4 Hm.2.",,2019/05/28 00:00:00+00,176
-65.916722,18.108639,67,Comunidad Bo. Jacanas,Solar Laundry,Yabucoa,200,Direct Relief,Direct Relief,1,1,5.84,2302.13,7.03,10,5.84,2302.128,7.032233664,10,Solar Laundry,AZ Engineering LLC,6/18/18,Complete,18.108639,-65.916722,Building,Barrio jacanas sector piedra blanca carretera 902 sub-ramal 9902 km2.0 Yabucoa 00767,,2018/12/06 00:00:00+00,177
-66.464394,18.197748,68,Acueducto rural Bauta Arriba,Water Pumping Station,Orocovis,350,Direct Relief,"Direct Relief, Por los Nuestros",1,2,10.5,4139.1,12.64,16,5.25,2069.55,6.3217854,8,Water pumps,AZ Engineering LLC,3/27/18,Complete,18.197748,-66.464394,Building,"Carr. 590 km 3.0 Bo. Bauta Abajo Orocovis, PR 00720",,2018/12/06 00:00:00+00,178
-66.461157,18.195671,69,Acueducto rural Bauta Abajo,Water Pumping Station,Orocovis,280,Direct Relief,"Direct Relief, Por los Nuestros",1,2,11.7,4612.14,14.09,27.5,5.85,2306.07,7.04427516,13.75,Water pumps,AZ Engineering LLC,1/27/18,Complete,18.195671,-66.461157,Building,"Carr. 590 km 3.7 Bo. Bauta Abajo Orocovis, PR 00720",,2018/12/06 00:00:00+00,179
-65.760717,18.232939,70,Acueducto rural Maizales,Water Pumping Station,Naguabo,300,Direct Relief,"Direct Relief, Por los Nuestros",1,2,14,5518.8,16.86,32,7,2759.4,8.4290472,16,Water pumps,AZ Engineering LLC,3/23/18,Complete,18.232939,-65.760717,Building,,,2018/12/06 00:00:00+00,180
-66.42269,18.20419,71,"Angel ""Papo"" Rafael Diaz School",School,Orocovis,,RMI,"RMI, Save the Children, Kinesis Foundation",1,3,14.96,5897.23,18.01,44.72,4.986666667,1965.744,6.004692672,14.90666667,,New Energy,,Complete,18.20419,-66.42269,Building,"Carr 566 Km 2 Hm I Bo Saltos, Orocovis",,2019/04/04 00:00:00+00,181
-66.42269,18.20419,72,"Angel ""Papo"" Rafael Diaz School",School,Orocovis,,Save the Children,"RMI, Save the Children, Kinesis Foundation",0,3,14.96,5897.23,18.01,44.72,4.986666667,1965.744,6.004692672,14.90666667,,New Energy,,Complete,18.20419,-66.42269,Building,"Carr 566 Km 2 Hm I Bo Saltos, Orocovis",,2019/04/04 00:00:00+00,182
-66.42269,18.20419,73,"Angel ""Papo"" Rafael Diaz School",School,Orocovis,,Kinesis Foundation,"RMI, Save the Children, Kinesis Foundation",0,3,14.96,5897.23,18.01,44.72,4.986666667,1965.744,6.004692672,14.90666667,,New Energy,,Complete,18.20419,-66.42269,Building,"Carr 566 Km 2 Hm I Bo Saltos, Orocovis",,2019/04/04 00:00:00+00,183
-66.588124,18.219091,74,Escuela Superior Josefina León Zayas,School,Jayuya,,RMI,"RMI, Save the Children, Kinesis Foundation",1,3,42.84,16887.53,51.59,51.87,14.28,5629.176,17.19525629,17.29,,,,Complete,18.219091,-66.588124,Building,"141R, PR-141R, Jayuya, 00664, Puerto Rico",,2019/04/04 00:00:00+00,184
-66.588124,18.219091,75,Escuela Superior Josefina León Zayas,School,Jayuya,,Save the Children,"RMI, Save the Children, Kinesis Foundation",0,3,42.84,16887.53,51.59,51.87,14.28,5629.176,17.19525629,17.29,,,,Complete,18.219091,-66.588124,Building,"141R, PR-141R, Jayuya, 00664, Puerto Rico",,2019/04/04 00:00:00+00,185
-66.588124,18.219091,76,Escuela Superior Josefina León Zayas,School,Jayuya,,Kinesis Foundation,"RMI, Save the Children, Kinesis Foundation",0,3,42.84,16887.53,51.59,51.87,14.28,5629.176,17.19525629,17.29,,,,Complete,18.219091,-66.588124,Building,"141R, PR-141R, Jayuya, 00664, Puerto Rico",,,186
-66.201819,18.223007,77,School in Comerio: Maria C. Santiago,School,Comerio,,RMI,"RMI, Save the Children, Kinesis Foundation",1,3,22.77,8975.93,27.42,24.882,7.59,2991.978,9.139495464,8.294,,,,Complete,18.223007,-66.201819,Building,"Carr. 172 km 1.5 Barrio Sector Sabana, Comerío 00782, Puerto Rico",,,187
-66.201819,18.223007,78,School in Comerio: Maria C. Santiago,School,Comerio,,Save the Children,"RMI, Save the Children, Kinesis Foundation",0,3,22.77,8975.93,27.42,24.882,7.59,2991.978,9.139495464,8.294,,,,Complete,18.223007,-66.201819,Building,"Carr. 172 km 1.5 Barrio Sector Sabana, Comerío 00782, Puerto Rico",,,188
-66.201819,18.223007,79,School in Comerio: Maria C. Santiago,School,Comerio,,Kinesis Foundation,"RMI, Save the Children, Kinesis Foundation",0,3,22.77,8975.93,27.42,24.882,7.59,2991.978,9.139495464,8.294,,,,Complete,18.223007,-66.201819,Building,"Carr. 172 km 1.5 Barrio Sector Sabana, Comerío 00782, Puerto Rico",,,189
-66.161468,18.237162,80,School in Aguas Buenas: SU Bayamoncito,School,Aguas Buenas,,RMI,"RMI, Save the Children, Kinesis Foundation",1,3,32.43,12783.91,39.05,87.75,10.81,4261.302,13.01685718,29.25,,,,Complete,18.237162,-66.161468,Building,"Carr 156 Km 42 Hm 3, Bo. Bayamoncito, Aguas Buenas 00739, Puerto Rico",,,190
-66.161468,18.237162,81,School in Aguas Buenas: SU Bayamoncito,School,Aguas Buenas,,Save the Children,"RMI, Save the Children, Kinesis Foundation",0,3,32.43,12783.91,39.05,87.75,10.81,4261.302,13.01685718,29.25,,,,Complete,18.237162,-66.161468,Building,"Carr 156 Km 42 Hm 3, Bo. Bayamoncito, Aguas Buenas 00739, Puerto Rico",,,191
-66.161468,18.237162,82,School in Aguas Buenas: SU Bayamoncito,School,Aguas Buenas,,Kinesis Foundation,"RMI, Save the Children, Kinesis Foundation",0,3,32.43,12783.91,39.05,87.75,10.81,4261.302,13.01685718,29.25,,,,Complete,18.237162,-66.161468,Building,"Carr 156 Km 42 Hm 3, Bo. Bayamoncito, Aguas Buenas 00739, Puerto Rico",,,192
-65.912871,18.270962,83,Escuela Francisco (Paco) Davila,School,Canóvanas,,RMI,"RMI, Save the Children, Kinesis Foundation",1,3,20.4,8041.68,24.56,29.64,6.8,2680.56,8.18821728,9.88,,,,Complete,18.270962,-65.912871,Building,"185 Km 15.6 PAR Las 400, Canóvanas, Puerto Rico 00729",,2019/04/04 00:00:00+00,193
-65.912871,18.270962,84,Escuela Francisco (Paco) Davila,School,Canóvanas,,Save the Children,"RMI, Save the Children, Kinesis Foundation",0,3,20.4,8041.68,24.56,29.64,6.8,2680.56,8.18821728,9.88,,,,Complete,18.270962,-65.912871,Building,"185 Km 15.6 PAR Las 400, Canóvanas, Puerto Rico 00729",,2019/04/04 00:00:00+00,194
-65.912871,18.270962,85,Escuela Francisco (Paco) Davila,School,Canóvanas,,Kinesis Foundation,"RMI, Save the Children, Kinesis Foundation",0,3,20.4,8041.68,24.56,29.64,6.8,2680.56,8.18821728,9.88,,,,Complete,18.270962,-65.912871,Building,"185 Km 15.6 PAR Las 400, Canóvanas, Puerto Rico 00729",,2019/04/04 00:00:00+00,195
-66.339254,18.268839,86,School in Corozal: Demetrio Rivera,School,Corozal,,RMI,"RMI, Save the Children, Kinesis Foundation",1,3,23.46,9247.93,28.25,25.636,7.82,3082.644,9.416449872,8.545333333,,,,Complete,18.268839,-66.339254,Building,"Carr 802 Bo Palmarito 00720, Puerto Rico",,,196
-66.339254,18.268839,87,School in Corozal: Demetrio Rivera,School,Corozal,,Save the Children,"RMI, Save the Children, Kinesis Foundation",0,3,23.46,9247.93,28.25,25.636,7.82,3082.644,9.416449872,8.545333333,,,,Complete,18.268839,-66.339254,Building,"Carr 802 Bo Palmarito 00720, Puerto Rico",,,197
-66.339254,18.268839,88,School in Corozal: Demetrio Rivera,School,Corozal,,Kinesis Foundation,"RMI, Save the Children, Kinesis Foundation",0,3,23.46,9247.93,28.25,25.636,7.82,3082.644,9.416449872,8.545333333,,,,Complete,18.268839,-66.339254,Building,"Carr 802 Bo Palmarito 00720, Puerto Rico",,2019/04/04 00:00:00+00,198
-66.277607,18.254885,89,Escuela SU Pedro Fernandez,School,Naranjito,,RMI,"RMI, Save the Children, Kinesis Foundation",1,3,33.32,13134.74,40.12,47.19,11.10666667,4378.248,13.37408822,15.73,,,,Complete,18.254885,-66.277607,Building,Carr 152 Km 10 Hm 5 Bo Cedro Arriba,,2019/04/04 00:00:00+00,199
-66.277607,18.254885,90,Escuela SU Pedro Fernandez,School,Naranjito,,Save the Children,"RMI, Save the Children, Kinesis Foundation",0,3,33.32,13134.74,40.12,47.19,11.10666667,4378.248,13.37408822,15.73,,,,Complete,18.254885,-66.277607,Building,Carr 152 Km 10 Hm 5 Bo Cedro Arriba,,2019/04/04 00:00:00+00,200
-66.277607,18.254885,91,Escuela SU Pedro Fernandez,School,Naranjito,,Kinesis Foundation,"RMI, Save the Children, Kinesis Foundation",0,3,33.32,13134.74,40.12,47.19,11.10666667,4378.248,13.37408822,15.73,,,,Complete,18.254885,-66.277607,Building,Carr 152 Km 10 Hm 5 Bo Cedro Arriba,,,201
-66.340768,18.190517,92,Escuela de Segunda Unidad Federico Degetau,School,Barranquitas,,RMI,"RMI, Save the Children, Kinesis Foundation",1,3,29.24,11526.41,35.21,29.64,9.746666667,3842.136,11.73644477,9.88,,,,Complete,18.190517,-66.340768,Building,"Carr 156 Km 11 Hm 4 Bo Palo Hincado, Barranquitas PR",,2019/04/04 00:00:00+00,202
-66.340768,18.190517,93,Escuela de Segunda Unidad Federico Degetau,School,Barranquitas,,Save the Children,"RMI, Save the Children, Kinesis Foundation",0,3,29.24,11526.41,35.21,29.64,9.746666667,3842.136,11.73644477,9.88,,,,Complete,18.190517,-66.340768,Building,"Carr 156 Km 11 Hm 4 Bo Palo Hincado, Barranquitas PR",,2019/04/04 00:00:00+00,203
-66.340768,18.190517,94,Escuela de Segunda Unidad Federico Degetau,School,Barranquitas,,Kinesis Foundation,"RMI, Save the Children, Kinesis Foundation",0,3,29.24,11526.41,35.21,29.64,9.746666667,3842.136,11.73644477,9.88,,,,Complete,18.190517,-66.340768,Building,"Carr 156 Km 11 Hm 4 Bo Palo Hincado, Barranquitas PR",,2019/04/04 00:00:00+00,204
-65.828985,18.100208,95,Escuela Cándido Berríos,School,Humacao,,RMI,"RMI, Save the Children, Kinesis Foundation",1,3,19.04,7505.57,22.93,35.1,6.346666667,2501.856,7.642336128,11.7,,,,Complete,18.100208,-65.828985,Building,"Carr 3 Km 87 Hm 1 Bo Candelero Arriba, Humacao, Candelero Arriba, Humacao 00791, Puerto Rico",,2019/04/04 00:00:00+00,205
-65.828985,18.100208,96,Escuela Cándido Berríos,School,Humacao,,Save the Children,"RMI, Save the Children, Kinesis Foundation",0,3,19.04,7505.57,22.93,35.1,6.346666667,2501.856,7.642336128,11.7,,,,Complete,18.100208,-65.828985,Building,"Carr 3 Km 87 Hm 1 Bo Candelero Arriba, Humacao, Candelero Arriba, Humacao 00791, Puerto Rico",,2019/04/04 00:00:00+00,206
-65.828985,18.100208,97,Escuela Cándido Berríos,School,Humacao,,Kinesis Foundation,"RMI, Save the Children, Kinesis Foundation",0,3,19.04,7505.57,22.93,35.1,6.346666667,2501.856,7.642336128,11.7,,,,Complete,18.100208,-65.828985,Building,"Carr 3 Km 87 Hm 1 Bo Candelero Arriba, Humacao, Candelero Arriba, Humacao 00791, Puerto Rico",,,207
-66.092346,18.462692,98,Estación de Bomberos de San Juan,Fire station,San Juan,,Empowered by Light,"Empowered by Light, Sunrun",1,2,6,2365.2,7.22,,3,1182.6,3.6124488,0,,Sunrun,,Complete,18.462692,-66.092346,Building,"Ave. Fernández Juncos, Pda. 7 1/2, Puerta de Tierra, San Juan, PR  00908",,,208
-66.092346,18.462692,99,Estación de Bomberos de San Juan,Fire station,San Juan,,Sunrun,"Empowered by Light, Sunrun",0,2,6,2365.2,7.22,,3,1182.6,3.6124488,0,,Sunrun,,Complete,18.462692,-66.092346,Building,"Ave. Fernández Juncos, Pda. 7 1/2, Puerta de Tierra, San Juan, PR  00908",,,209
-66.052593,18.440232,100,"Estación de Bomberos - Barrio Obrero, San Juan",Fire station,San Juan,,Empowered by Light,"Empowered by Light, Sunrun",1,2,6,2365.2,7.22,,3,1182.6,3.6124488,0,,"Sunrun, Aireko Energy Group",,Complete,18.440232,-66.052593,Building,"Calle Profesor, Ernesto Vigoreaux 418, Villa Palmeras, Santurce PR",,,210
-66.052593,18.440232,101,"Estación de Bomberos - Barrio Obrero, San Juan",Fire station,San Juan,,Sunrun,"Empowered by Light, Sunrun",0,2,6,2365.2,7.22,,3,1182.6,3.6124488,0,,"Sunrun, Aireko Energy Group",,Complete,18.440232,-66.052593,Building,"Calle Profesor, Ernesto Vigoreaux 418, Villa Palmeras, Santurce PR",,,211
-65.74145,18.213162,102,Estación de Bomberos de Naguabo,Fire station,Naguabo,,Empowered by Light,"Empowered by Light, Sunrun",1,2,6,2365.2,7.22,,3,1182.6,3.6124488,0,,"Sunrun, Aireko Energy Group",,Complete,18.213162,-65.74145,Building,"Carr. #31 Km 4.4, Naguabo, PR 00718",,,212
-65.74145,18.213162,103,Estación de Bomberos de Naguabo,Fire station,Naguabo,,Sunrun,"Empowered by Light, Sunrun",0,2,6,2365.2,7.22,,3,1182.6,3.6124488,0,,"Sunrun, Aireko Energy Group",,Complete,18.213162,-65.74145,Building,"Carr. #31 Km 4.4, Naguabo, PR 00718",,,213
-66.701949,18.268582,104,Estación de Bomberos de Utuado,Fire station,Utuado,,Empowered by Light,"Empowered by Light, Cypress Creek Renewables, The Kresge Foundation",1,3,10.14,3997.19,12.21,27,3.38,1332.396,4.070025648,9,,Aireko Energy Group,,Complete,18.268582,-66.701949,Building,,,,214
-66.701949,18.268582,105,Estación de Bomberos de Utuado,Fire station,Utuado,,Cypress Creek Renewables,"Empowered by Light, Cypress Creek Renewables, The Kresge Foundation",0,3,10.14,3997.19,12.21,27,3.38,1332.396,4.070025648,9,,Aireko Energy Group,,Complete,18.268582,-66.701949,Building,,,,215
-66.701949,18.268582,106,Estación de Bomberos de Utuado,Fire station,Utuado,,The Kresge Foundation,"Empowered by Light, Cypress Creek Renewables, The Kresge Foundation",0,3,10.14,3997.19,12.21,27,3.38,1332.396,4.070025648,9,,Aireko Energy Group,,Complete,18.268582,-66.701949,Building,,,,216
-66.877543,18.299187,107,Estación de Bomberos de Lares,Fire station,Lares,,Empowered by Light,"Empowered by Light, The Kresge Foundation, The Electric Planet Foundation",1,3,10.14,3997.19,12.21,27,3.38,1332.396,4.070025648,9,,Aireko Energy Group,,Complete,18.299187,-66.877543,Building,,,,217
-66.877543,18.299187,108,Estación de Bomberos de Lares,Fire station,Lares,,The Kresge Foundation,"Empowered by Light, The Kresge Foundation, The Electric Planet Foundation",0,3,10.14,3997.19,12.21,27,3.38,1332.396,4.070025648,9,,Aireko Energy Group,,Complete,18.299187,-66.877543,Building,,,,218
-66.877543,18.299187,109,Estación de Bomberos de Lares,Fire station,Lares,,The Electric Planet Foundation,"Empowered by Light, The Kresge Foundation, The Electric Planet Foundation",0,3,10.14,3997.19,12.21,27,3.38,1332.396,4.070025648,9,,Aireko Energy Group,,Complete,18.299187,-66.877543,Building,,,,219
-66.994708,18.335892,110,Estación de Bomberos de San Sebastián,Fire station,San Sebastián,,Empowered by Light,"Empowered by Light, The Kresge Foundation, The Electric Planet Foundation",1,3,21,8278.2,25.29,54,7,2759.4,8.4290472,18,,Aireko Energy Group,,Complete,18.335892,-66.994708,Building,"17-35 Ave Emerito Estrada Rivera, San Sebastián, 00685, Puerto Rico",,,220
-66.994708,18.335892,111,Estación de Bomberos de San Sebastián,Fire station,San Sebastián,,The Kresge Foundation,"Empowered by Light, The Kresge Foundation, The Electric Planet Foundation",0,3,21,8278.2,25.29,54,7,2759.4,8.4290472,18,,Aireko Energy Group,,Complete,18.335892,-66.994708,Building,"17-35 Ave Emerito Estrada Rivera, San Sebastián, 00685, Puerto Rico",,,221
-66.994708,18.335892,112,Estación de Bomberos de San Sebastián,Fire station,San Sebastián,,The Electric Planet Foundation,"Empowered by Light, The Kresge Foundation, The Electric Planet Foundation",0,3,21,8278.2,25.29,54,7,2759.4,8.4290472,18,,Aireko Energy Group,,Complete,18.335892,-66.994708,Building,"17-35 Ave Emerito Estrada Rivera, San Sebastián, 00685, Puerto Rico",,,222
-66.0352,18.2388,113,Centro de Apoyo Mutuo,Community Center,Caguas,,Solar Libre,"Solar Libre, Mutual Aid Disaster Relief, Footprint",1,3,5,1971,6.02,12,1.666666667,657,2.006916,4,,Solar Libre,,Complete,18.2388,-66.0352,Town,,,,223
-66.0352,18.2388,114,Centro de Apoyo Mutuo,Community Center,Caguas,,Mutual Aid Disaster Relief,"Solar Libre, Mutual Aid Disaster Relief, Footprint",0,3,5,1971,6.02,12,1.666666667,657,2.006916,4,,Solar Libre,,Complete,18.2388,-66.0352,Town,,,,224
-66.0352,18.2388,115,Centro de Apoyo Mutuo,Community Center,Caguas,,Footprint,"Solar Libre, Mutual Aid Disaster Relief, Footprint",0,3,5,1971,6.02,12,1.666666667,657,2.006916,4,,Solar Libre,,Complete,18.2388,-66.0352,Town,,,,225
-65.852364,18.123121,116,PAM Mariana School,Community Center,Humacao,,ARECMA,"ARECMA, BoxPower, Mutual Aid Disaster Relief, Footprint",1,4,16,6307.2,19.27,80,4,1576.8,4.8165984,20,,BoxPower,,Complete,18.123121,-65.852364,Town,,,,226
-66.277185,18.184591,499,Esc. La Loma Antonio Vazquez Ramos,School,Barranquitas,,American Red Cross,American Red Cross,1,1,45,17739,54.19,,45,17739,54.186732,0,,,,In Process,18.184591,-66.277185,Building,,,2020/02/14 00:00:00+00,227
-66.81306,17.994465,501,Esc. Hipolito Garcia Borrero,School,Guayanilla,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,In Process,17.994465,-66.81306,Building,,,2020/02/14 00:00:00+00,228
-65.97738474,18.25239888,502,Esc. Villa Marina,School,Gurabo,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,In Process,18.25239888,-65.97738474,Building,,,2020/02/14 00:00:00+00,229
-66.5794,18.20239,503,Esc. Miguel A. Sastre Oliver ,School,Jayuya,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,In Process,18.20239,-66.5794,Building,,,2020/02/14 00:00:00+00,230
-66.215,18.361,465,Esc. Adela Rolon Fuentes TAH (Sup. Piñas),School,Toa Alta,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,Complete,18.361,-66.215,Building,,,2020/02/14 00:00:00+00,231
-65.8916,18.2166,504,Esc. Pedro Bosch ,School,Juncos,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,In Process,18.2166,-65.8916,Building,,,2020/02/14 00:00:00+00,232
-66.62006,18.015182,507,Esc. Dr. Jose Celso Barbosa,School,Ponce,,American Red Cross,American Red Cross,1,1,45,17739,54.19,,45,17739,54.186732,0,,,,In Process,18.015182,-66.62006,Building,,,2020/02/14 00:00:00+00,233
-66.86214194,18.04175093,508,Esc. Arturo Lluveras,School,Yauco,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,In Process,18.04175093,-66.86214194,Building,,,2020/02/14 00:00:00+00,234
-66.25677,18.366245,509,Esc. Alejandro Jr. Cruz (Galateo Parc.),School,Toa Alta,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,In Process,18.366245,-66.25677,Building,,,2020/02/14 00:00:00+00,235
-66.209262,18.365499,45,Salud Integral En La Montaña,Clinic,Toa Alta II,,Fundación Comunitaria,Fundación Comunitaria,1,1,5.4,2128.68,6.5,14.8,5.4,2128.68,6.50240784,14.8,Vaccine Refrigerators,Maximo Solar,,Complete,18.365499,-66.209262,Building,"Carretera 165, Barrio Quebrada Arena, Toa Alta, PR 00953",,2019/03/14 00:00:00+00,236
-66.119,18.197,471,Esc. S.U. Certenejas II,School,Cidra,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,Complete,18.197,-66.119,Building,,,2020/02/14 00:00:00+00,237
-66.312391,18.34201,135,Salud Integral En La Montaña,Clinic,Corozal,,Fundación Comunitaria,Fundación Comunitaria,1,1,4.9,1931.58,5.9,64,4.9,1931.58,5.90033304,64,Vaccine Refrigerators,,,Complete,18.34201,-66.312391,Building,"PR-891, Corozal, 00783, Puerto Rico",,2019/03/14 00:00:00+00,238
-66.39433,18.22662,230,Salud Integral En La Montaña,Clinic,Orocovis,,Fundación Comunitaria,Fundación Comunitaria,1,1,4.9,1931.58,5.9,64,4.9,1931.58,5.90033304,64,Vaccine refrigerators,,,Complete,18.22662,-66.39433,Building,"Ave. Luis Muñoz Marín Carr. 155 Sector El Desvío Orocovis, PR 00720",,2020/09/14 00:00:00+00,239
-65.8569579,18.1163296,400,"ARECMA: Asociación Recreativa, Educativa, y Comunal de Mariana ",Community Center ,Humacao,,Hispanic Federation,Hispanic Federation,1,1,6.48,2554.42,7.8,19.4,6.48,2554.42,7.802889408,19.4,,,8/15/19,In Process,18.1163296,-65.8569579,Building,,,2019/07/30 00:00:00+00,240
-65.7605144,18.2334185,387,"Comunidad Rancho Grande, Inc.",Community Center ,Naguabo,,Voices for Puerto Rico ,Voices for Puerto Rico ,1,1,5.1,2010.42,6.14,13.5,5.1,2010.42,6.14116296,13.5,,,5/24/19,In Process,18.2334185,-65.7605144,Building ,,,2019/07/17 00:00:00+00,241
-66.047206,18.401124,388,"Casa Amor, Fe y Esperanza (C.A.F.E)",Community Center ,San Juan,,Pan American Development,Pan American Development,1,1,6.48,2554.42,7.8,19.4,6.48,2554.42,7.802889408,19.4,,,6/28/19,In Process,18.401124,-66.047206,Building,,,2019/07/17 00:00:00+00,242
-66.121161,18.401839,389,Juan Domingo en Acción,Church ,Guaynabo,,Pan American Development,Pan American Development,1,1,6.48,2554.42,7.8,19.4,6.48,2554.42,7.802889408,19.4,,,6/28/19,In Process,18.401839,-66.121161,Building,,,2019/07/17 00:00:00+00,243
-65.833471,18.422554,390,Taller Salud,Community Center,Loiza,,Pan American Development,Pan American Development,1,1,6.48,2554.42,7.8,19.4,6.48,2554.42,7.802889408,19.4,,,7/19/19,In Process,18.422554,-65.833471,Building,,,2019/07/17 00:00:00+00,244
-65.6883935,18.350978,391,Centro Cultural Multidisciplinario del Bo. Juan Martín,Community Center ,Luquillo,,Pan American Development,Pan American Development,1,1,6.48,2554.42,7.8,19.4,6.48,2554.42,7.802889408,19.4,,,7/19/19,In Process,18.350978,-65.6883935,Building,,,2019/07/17 00:00:00+00,245
-66.5148947,18.285058,392,Acción Comunitaria Cialito,Community Center ,Ciales,,PR x PR,PR x PR,1,1,6.48,2554.42,7.8,19.4,6.48,2554.42,7.802889408,19.4,,,6/14/19,In Process,18.285058,-66.5148947,Building,,,2019/07/17 00:00:00+00,246
-66.077391,18.186404,393,Acción Comunitaria Los Panes,Community Center ,Caguas,,Pan American Development,Pan American Development,1,1,6.48,2554.42,7.8,19.4,6.48,2554.42,7.802889408,19.4,,,7/26/19,In Process,18.186404,-66.077391,Building,,,2019/07/17 00:00:00+00,247
-66.304644,18.184403,394,Primera Iglesia Bautista de Barranquitas,Church,Barranquitas,,Boston Foundation,Boston Foundation,1,1,6.48,2554.42,7.8,19.4,6.48,2554.42,7.802889408,19.4,,,5/10/19,In Process,18.184403,-66.304644,Building,,,2019/07/17 00:00:00+00,248
-67.13236,18.17441,395,Bosque Comunitario de Rio Hondo,Community Center ,Mayagüez,,Pan American Development,Pan American Development,1,1,6.48,2554.42,7.8,19.4,6.48,2554.42,7.802889408,19.4,,,8/30/19,In Process,18.17441,-67.13236,Building,,,2019/07/17 00:00:00+00,249
-66.662905,18.093579,396,Directiva del Centro Comunal Juan Hernandez Colón,Community Center ,Ponce,,Fundación Plaza del Caribe,Fundación Plaza del Caribe,1,1,6.48,2554.42,7.8,19.4,6.48,2554.42,7.802889408,19.4,,,7/26/19,In Process,18.093579,-66.662905,Building,,,2019/07/17 00:00:00+00,250
-66.645699,18.05935,397,Directiva de Centro Comunal Corral Viejo ,Community Center ,Ponce,,Fundación Plaza del Caribe,Fundación Plaza del Caribe,1,1,6.48,2554.42,7.8,19.4,6.48,2554.42,7.802889408,19.4,,,7/26/19,In Process,18.05935,-66.645699,Building,,,2019/07/17 00:00:00+00,251
-66.70568,18.268651,398,Centro de Apoyo Mutuo de Utuado,Community Center ,Utuado,,Pan American Development,Pan American Development,1,1,6.48,2554.42,7.8,19.4,6.48,2554.42,7.802889408,19.4,,,8/30/19,In Process,18.268651,-66.70568,Building,,,2019/07/17 00:00:00+00,252
