X,Y,ID,Site_name,Site_type,Municipality,TotalBeneficiaries_Patients,Funders_Implementers,Funders_Combined,IsPrimary,Number_Funders,PVSizekW,Savings_year,CO2_eq_avoided_metric_tonnes_ye,Battery_size_kWh,PV_Size_AVG,Savings_AVG,CO2avoided_AVG,Batterysize_AVG,loads_backed_up,Installer,CompletionDate,Status,Latitude,Longitude,Accurate_building_town,Address,SiteDescription,Last_update,ObjectId
-66.648,18.448,309,Escuela Factor 5,School,Arecibo,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,In Process,18.448,-66.648,Building,,School / emergency shelter,2020/02/14 00:00:00+00,1
-66.075207,18.39966,39,Profamilias - Clinica Iella,Clinic,San Juan,,Direct Relief,"Direct Relief, Solar Saves Lives group",1,2,19.47,7675.07,23.44,40,9.735,3837.537,11.72239636,20,"Vaccine Refrigerators, Lighting in Common Areas, Internet and Servers",New Energy,7/6/18,Complete,18.39966,-66.075207,Building,"Reparto Metropolitano, 1008 calle 42 SE, San Juan, 00921, Puerto Rico",,2020/02/14 00:00:00+00,2
-66.758,18.441,310,Escuela Maria Cadilla de Martinez,School,Arecibo,,American Red Cross,American Red Cross,1,1,55,21681,66.23,,55,21681,66.228228,0,,,,In Process,18.441,-66.758,Building,,School / emergency shelter,2020/02/14 00:00:00+00,3
-66.075207,18.39966,40,Profamilias - Clinica Iella,Clinic,San Juan,,Solar Saves Lives group,"Direct Relief, Solar Saves Lives group",0,2,19.47,7675.07,23.44,40,9.735,3837.537,11.72239636,20,"Vaccine Refrigerators, Lighting in Common Areas, Internet and Servers",New Energy,7/6/18,Complete,18.39966,-66.075207,Building,"Reparto Metropolitano, 1008 calle 42 SE, San Juan, 00921, Puerto Rico",,2020/02/14 00:00:00+00,4
-66.409037,18.435403,42,"PryMed Medical Care, Inc. ",Clinic,Vega Baja,,Fundación Comunitaria,Fundación Comunitaria,1,1,5.4,2128.68,6.5,14.8,5.4,2128.68,6.50240784,14.8,Vaccine Refrigerators,New Energy,,Complete,18.435403,-66.409037,Building,"PR-2 Km. 39.8, Algarobo Ward , Vega Baja, PR 00693",,2019/03/14 00:00:00+00,5
-66.098,17.976,317,Esc. Francisco A. Garcia Boyre,School,Guayama,,American Red Cross,American Red Cross,1,1,50,19710,,,50,19710,0,0,,,,In Process,17.976,-66.098,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,6
-67.056662,18.294088,238,"Comité Comunal de Corcovada, Inc.",Water Pumping Station,Añasco,,Fundación Comunitaria,Fundación Comunitaria,1,1,0,0,0,,0,0,0,0,Water pumps,,,Complete,18.294088,-67.056662,Town,,,2019/03/18 00:00:00+00,7
-65.968611,18.19,239,Asociación de Vecinos del Sector Los Oquendo,Water Pumping Station,San Lorenzo,,Fundación Comunitaria,Fundación Comunitaria,1,1,0,0,0,,0,0,0,0,Water pumps,,,Complete,18.19,-65.968611,Town,"BO. HATO SAN LORENZO, PR 00754",,2019/03/18 00:00:00+00,8
-66.613931,18.010869,240,"Acueducto Comunal Río Chiquito, Inc.",Water Pumping Station,Ponce,,Fundación Comunitaria,Fundación Comunitaria,1,1,0,0,0,,0,0,0,0,Water pumps,,,Complete,18.010869,-66.613931,Town,"Bo Rio Chiquito Carr. 588 Km 1.5 PONCE, PR 00731",,2019/03/18 00:00:00+00,9
-66.519801,18.220631,241,"Comunidad Toro Negro, Inc.",Community Solar,Ciales,,Fundación Comunitaria,Fundación Comunitaria,1,1,0,0,0,,0,0,0,0,,,,Complete,18.220631,-66.519801,Town,,,2019/03/18 00:00:00+00,10
-66.23563,18.161044,242,Centro de Adiestramiento para Personas con Impedimentos - CAPI,Agriculture,Aibonito,,Fundación Comunitaria,Fundación Comunitaria,1,1,0,0,0,,0,0,0,0,Hydroponics,,,Complete,18.161044,-66.23563,Town,,,2019/03/18 00:00:00+00,11
-66.103056,18.256944,243,El Centro San Agustín del Coqui,Community Center,Aguas Buenas,,Empowered by Light,"Empowered by Light, MCS Foundation",1,2,23.46,9247.93,28.25,67.5,11.73,4623.966,14.12467481,33.75,,,,Complete,18.256944,-66.103056,Town,,,2019/03/20 00:00:00+00,12
-66.103056,18.256944,244,El Centro San Agustín del Coqui,Community Center,Aguas Buenas,,MCS Foundation,"Empowered by Light, MCS Foundation",0,2,23.46,9247.93,28.25,67.5,11.73,4623.966,14.12467481,33.75,,,,Complete,18.256944,-66.103056,Town,,,2019/03/20 00:00:00+00,13
-66.4093,18.3263,245,Morovis Elementary Urban School,School,Morovis,,RMI,"RMI, Save the Children, Kinesis Foundation",1,3,33.32,13134.74,40.12,52.65,11.10666667,4378.248,13.37408822,17.55,,,,Complete,18.3263,-66.4093,Building,"Calle del Carmen Final, Pueblo, Morovis, PR ",,2019/04/04 00:00:00+00,14
-66.4093,18.3263,246,Morovis Elementary Urban School,School,Morovis,,Save the Children,"RMI, Save the Children, Kinesis Foundation",0,3,33.32,13134.74,40.12,52.65,11.10666667,4378.248,13.37408822,17.55,,,,Complete,18.3263,-66.4093,Building,"Calle del Carmen Final, Pueblo, Morovis, PR ",,2019/04/04 00:00:00+00,15
-66.4093,18.3263,247,Morovis Elementary Urban School,School,Morovis,,Kinesis Foundation,"RMI, Save the Children, Kinesis Foundation",0,3,33.32,13134.74,40.12,52.65,11.10666667,4378.248,13.37408822,17.55,,,,Complete,18.3263,-66.4093,Building,"Calle del Carmen Final, Pueblo, Morovis, PR ",,2019/04/04 00:00:00+00,16
-65.917,18.175,318,Esc. S.U Pedro Rivera Molina                             ,School,Juncos,,American Red Cross,American Red Cross,1,1,59,23257.8,71.04,,59,23257.8,71.0448264,0,,,,In Process,18.175,-65.917,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,17
-65.845,18.206,319,Esc. Luis Munoz Rivera ,School,Las Piedras,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,In Process,18.206,-65.845,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,18
-65.862,18.178,320,Esc. Florencia Garcia ,School,Las Piedras,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,In Process,18.178,-65.862,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,19
-65.888,17.999,321,Esc. SU Higinio Figueroa Villegas (Bordaleza),School,Maunabo,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,In Process,17.999,-65.888,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,20
-65.897,18.007,322,Esc. Alfonso Castas Martinez,School,Maunabo,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,In Process,18.007,-65.897,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,21
-66.016,18.011,323,Esc. Josefina Muñoz De Bernier,School,Patillas,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,In Process,18.011,-66.016,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,22
-65.682463,18.224729,254,"Comité Desarrollo Social y Cultural, Daguao Inc.",Community Center,Naguabo,2500,Para la Naturaleza,"Para la Naturaleza, PR x PR, Resilient Power Puerto Rico",1,3,5,1971,6.02,,1.666666667,657,2.006916,0,,,,Complete,18.224729,-65.682463,Building,"Barrio Daguao, Naguabo 00735, Puerto Rico","Community-based organization working toward social, cultural, spiritual, and sustainable
economic development as well as using and preserving natural and human resources through
education, culture, art, recreation, and solidarity.",2019/07/17 00:00:00+00,23
-65.682463,18.224729,255,"Comité Desarrollo Social y Cultural, Daguao Inc.",Community Center,Naguabo,2500,PR x PR ,"Para la Naturaleza, PR x PR, Resilient Power Puerto Rico",0,3,5,1971,6.02,,1.666666667,657,2.006916,0,,,,Complete,18.224729,-65.682463,Building,"Barrio Daguao, Naguabo 00735, Puerto Rico",,2019/07/17 00:00:00+00,24
-65.682463,18.224729,256,"Comité Desarrollo Social y Cultural, Daguao Inc.",Community Center,Naguabo,2500,Resilient Power Puerto Rico,"Para la Naturaleza, PR x PR, Resilient Power Puerto Rico",0,3,5,1971,6.02,,1.666666667,657,2.006916,0,,,,Complete,18.224729,-65.682463,Building,"Barrio Daguao, Naguabo 00735, Puerto Rico",,2019/07/30 00:00:00+00,25
-65.964,18.186,324,Esc. Luis Muñoz Rivera,School,San Lorenzo,,American Red Cross,American Red Cross,1,1,59,23257.8,71.04,,59,23257.8,71.0448264,0,,,,In Process,18.186,-65.964,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,26
-65.847,18.086,325,Esc. SU Andres Sandin,School,Yabucoa,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,In Process,18.086,-65.847,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,27
-65.823,18.149,326,Esc. Avelino Pena Reyes,School,Humacao,,American Red Cross,American Red Cross,1,1,59,23257.8,71.04,,59,23257.8,71.0448264,0,,,,In Process,18.149,-65.823,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,28
-66.53,18.413,330,Esc. Francisco Menendez Balbañe,School,Manati,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,In Process,18.413,-66.53,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,29
-66.466,18.435,332,Esc. Antonio Vélez Alvarado,School,Manati,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,In Process,18.435,-66.466,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,30
-65.303105,18.302856,140,CDT Culebra,Clinic,Culebra,,Direct Relief,"Direct Relief, Solar Saves Lives group",1,2,54.75,21582.45,65.93,138,27.375,10791.225,32.9635953,69,Clinic and doctor's residence,Pura Energía,2/1/20,Complete,18.302856,-65.303105,Building,"CDT Culebra, Calle William Font Final, Culebra, PR 00765",,2020/02/14 00:00:00+00,31
-66.505,18.047,338,Esc. Luis Llorens Torres,School,Juana Diaz,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,In Process,18.047,-66.505,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,32
-66.528,18.02,339,Esc. Maximo Danoso Sanchez,School,Juana Diaz,,American Red Cross,American Red Cross,1,1,59,23257.8,71.04,,59,23257.8,71.0448264,0,,,,In Process,18.02,-66.528,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,33
-66.49,18.071,340,Esc. Francisco Prado Picart,School,Juana Diaz,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,In Process,18.071,-66.49,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,34
-66.594,18.043,343,Esc. Herminia Garcia de Cintron,School,Ponce,,American Red Cross,American Red Cross,1,1,45,17739,54.19,,45,17739,54.186732,0,,,,In Process,18.043,-66.594,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,35
-65.91780421,17.9971843,269,Centro Comunal Biblioteca Electrónica Calzada,Community Center,Maunabo,2248,Mercy Corps,"Mercy Corps, Walmart, Miami Foundation",1,3,0,0,0,,0,0,0,0,,,,Pending,17.9971843,-65.91780421,Building,"X3WJ+VV Maunabo, Puerto Rico","A small community library and educational center in Maunabo. The library provides the
community with access to tutoring and educational services for students as well as a small
technology center. During the hurricane, the library acted as an aid and distribution center for
the Maunabo community. Since the hurricane, Biblioteca Electrónica Calzada has resumed its
tutoring and education services with limited access to its technology center",2019/04/19 00:00:00+00,36
-65.91780421,17.9971843,270,Centro Comunal Biblioteca Electrónica Calzada,Community Center,Maunabo,2248,Walmart,"Mercy Corps, Walmart, Miami Foundation",0,3,0,0,0,,0,0,0,0,,,,Pending,17.9971843,-65.91780421,Building,"X3WJ+VV Maunabo, Puerto Rico","A small community library and educational center in Maunabo. The library provides the
community with access to tutoring and educational services for students as well as a small
technology center. During the hurricane, the library acted as an aid and distribution center for
the Maunabo community. Since the hurricane, Biblioteca Electrónica Calzada has resumed its
tutoring and education services with limited access to its technology center",2019/04/19 00:00:00+00,37
-65.91780421,17.9971843,271,Centro Comunal Biblioteca Electrónica Calzada,Community Center,Maunabo,2248,Miami Foundation,"Mercy Corps, Walmart, Miami Foundation",0,3,0,0,0,,0,0,0,0,,,,Pending,17.9971843,-65.91780421,Building,"X3WJ+VV Maunabo, Puerto Rico","A small community library and educational center in Maunabo. The library provides the
community with access to tutoring and educational services for students as well as a small
technology center. During the hurricane, the library acted as an aid and distribution center for
the Maunabo community. Since the hurricane, Biblioteca Electrónica Calzada has resumed its
tutoring and education services with limited access to its technology center",2019/04/19 00:00:00+00,38
-65.294572,18.310877,272,"Mujeres de Islas, Inc.",Community Center,Culebra,1800,Mercy Corps,"Mercy Corps, Walmart, Miami Foundation, PR x PR ",1,4,5,1971,6.02,,1.25,492.75,1.505187,0,,,,Pending,18.310877,-65.294572,Building,"8P64+95 Flamenco, Culebra, Puerto Rico, Culebra, Puerto Rico","A non-profit organization focused on sustainable development on the island of Culebra. Their
mission is to identify resources, strengthen initiatives, and establish projects that support
sustainable development through a culture of peace and transformative education. The
organization prioritizes emotional health as well as the cultural, environmental, and
socio-economic development of Culebra.",2019/07/17 00:00:00+00,39
-65.294572,18.310877,273,"Mujeres de Islas, Inc.",Community Center,Culebra,1800,Walmart,"Mercy Corps, Walmart, Miami Foundation, PR x PR ",0,4,5,1971,6.02,,1.25,492.75,1.505187,0,,,,Pending,18.310877,-65.294572,Building,"8P64+95 Flamenco, Culebra, Puerto Rico, Culebra, Puerto Rico","A non-profit organization focused on sustainable development on the island of Culebra. Their
mission is to identify resources, strengthen initiatives, and establish projects that support
sustainable development through a culture of peace and transformative education. The
organization prioritizes emotional health as well as the cultural, environmental, and
socio-economic development of Culebra.",2019/07/17 00:00:00+00,40
-65.294572,18.310877,274,"Mujeres de Islas, Inc.",Community Center,Culebra,1800,Miami Foundation,"Mercy Corps, Walmart, Miami Foundation, PR x PR ",0,4,5,1971,6.02,,1.25,492.75,1.505187,0,,,,Pending,18.310877,-65.294572,Building,"8P64+95 Flamenco, Culebra, Puerto Rico, Culebra, Puerto Rico","A non-profit organization focused on sustainable development on the island of Culebra. Their
mission is to identify resources, strengthen initiatives, and establish projects that support
sustainable development through a culture of peace and transformative education. The
organization prioritizes emotional health as well as the cultural, environmental, and
socio-economic development of Culebra.",2019/07/17 00:00:00+00,41
-65.294572,18.310877,275,"Mujeres de Islas, Inc.",Community Center,Culebra,1800,PR x PR ,"Mercy Corps, Walmart, Miami Foundation, PR x PR ",0,4,5,1971,6.02,,1.25,492.75,1.505187,0,,,,Pending,18.310877,-65.294572,Building,"8P64+95 Flamenco, Culebra, Puerto Rico, Culebra, Puerto Rico","A non-profit organization focused on sustainable development on the island of Culebra. Their
mission is to identify resources, strengthen initiatives, and establish projects that support
sustainable development through a culture of peace and transformative education. The
organization prioritizes emotional health as well as the cultural, environmental, and
socio-economic development of Culebra.",2019/07/17 00:00:00+00,42
-65.283602,18.310378,276,Fundación de Culebra,Community Center,Culebra,1800,Mercy Corps,"Mercy Corps, Walmart, Miami Foundatio, PR x PR, Pan American Development",1,5,5,1971,6.02,,1,394.2,1.2041496,0,,,,Pending,18.310378,-65.283602,Building,"8P68+5H Fraile, Culebra, Puerto Rico","A non-profit organization that is dedicated to preserving the environment, culture and history
of the island of Culebra since 1994. The Foundation also runs a music school program for
young people and a History museum.",2019/07/17 00:00:00+00,43
-65.283602,18.310378,277,Fundación de Culebra,Community Center,Culebra,1800,Walmart,"Mercy Corps, Walmart, Miami Foundatio, PR x PR, Pan American Development",0,5,5,1971,6.02,,1,394.2,1.2041496,0,,,,Pending,18.310378,-65.283602,Building,"8P68+5H Fraile, Culebra, Puerto Rico","A non-profit organization that is dedicated to preserving the environment, culture and history
of the island of Culebra since 1994. The Foundation also runs a music school program for
young people and a History museum.",2019/07/17 00:00:00+00,44
-65.283602,18.310378,278,Fundación de Culebra,Community Center,Culebra,1800,Miami Foundation,"Mercy Corps, Walmart, Miami Foundatio, PR x PR, Pan American Development",0,5,5,1971,6.02,,1,394.2,1.2041496,0,,,,Pending,18.310378,-65.283602,Building,"8P68+5H Fraile, Culebra, Puerto Rico","A non-profit organization that is dedicated to preserving the environment, culture and history
of the island of Culebra since 1994. The Foundation also runs a music school program for
young people and a History museum.",2019/07/17 00:00:00+00,45
-65.283602,18.310378,279,Fundación de Culebra,Community Center,Culebra,1800,PR x PR ,"Mercy Corps, Walmart, Miami Foundatio, PR x PR, Pan American Development",0,5,5,1971,6.02,,1,394.2,1.2041496,0,,,,Pending,18.310378,-65.283602,Building,"8P68+5H Fraile, Culebra, Puerto Rico","A non-profit organization that is dedicated to preserving the environment, culture and history
of the island of Culebra since 1994. The Foundation also runs a music school program for
young people and a History museum.",2019/07/17 00:00:00+00,46
,,280,Fundación de Culebra,Community Center,Culebra,1800,Pan American Development,"Mercy Corps, Walmart, Miami Foundatio, PR x PR, Pan American Development",0,5,5,1971,6.02,,1,394.2,1.2041496,0,,,,Pending,18.310378,,Building,"8P68+5H Fraile, Culebra, Puerto Rico","A non-profit organization that is dedicated to preserving the environment, culture and history
of the island of Culebra since 1994. The Foundation also runs a music school program for
young people and a History museum.",2019/07/17 00:00:00+00,47
-65.303113,18.308683,281,Asociación Educativa Pro-Desarrollo de Culebra,Community Center,Culebra,1800,Mercy Corps,"Mercy Corps, Walmart, Miami Foundation",1,3,0,0,0,,0,0,0,0,,,,Pending,18.308683,-65.303113,Building,"8M5W+FQ Culebra, Puerto Rico","Community center/child daycare that has been serving the Culebra community, children and
their families since 1985. From providing educational workshops, healthy meals, physical
activity and social learning experiences, they are dedicated to promoting the healthy
development of children.",2019/04/19 00:00:00+00,48
-65.303113,18.308683,282,Asociación Educativa Pro-Desarrollo de Culebra,Community Center,Culebra,1800,Walmart,"Mercy Corps, Walmart, Miami Foundation",0,3,0,0,0,,0,0,0,0,,,,Pending,18.308683,-65.303113,Building,"8M5W+FQ Culebra, Puerto Rico","Community center/child daycare that has been serving the Culebra community, children and
their families since 1985. From providing educational workshops, healthy meals, physical
activity and social learning experiences, they are dedicated to promoting the healthy
development of children.",2019/04/19 00:00:00+00,49
-65.303113,18.308683,283,Asociación Educativa Pro-Desarrollo de Culebra,Community Center,Culebra,1800,Miami Foundation,"Mercy Corps, Walmart, Miami Foundation",0,3,0,0,0,,0,0,0,0,,,,Pending,18.308683,-65.303113,Building,"8M5W+FQ Culebra, Puerto Rico","Community center/child daycare that has been serving the Culebra community, children and
their families since 1985. From providing educational workshops, healthy meals, physical
activity and social learning experiences, they are dedicated to promoting the healthy
development of children.",2019/04/19 00:00:00+00,50
-66.833611,18.054833,284,Centro de Microempresas y Tecnologías Agrícolas y Sustentables,Community Center,Yauco,4000,Hispanic Federation,Hispanic Federation,1,1,5,1971,6.02,,5,1971,6.020748,0,,,,Complete,18.054833,-66.833611,Building,"3538+WH Quebradas, Yauco, Puerto Rico, Yauco, Puerto Rico","Non-profit organization that serves agricultural micro entrepreneurs from socioeconomically
disadvantaged areas, providing trainings and offering educational services in Sustainable
Agriculture through a microenterprise approach, which contributes to the economic
development of the Communities and the social strengthening of their families.",2019/04/19 00:00:00+00,51
-66.110856,18.002742,285,Instituto Nueva Escuela,Community Center,Guayama,2500,Mercy Corps,"Mercy Corps, Walmart, Miami Foundation",1,3,5,1971,6.02,,1.666666667,657,2.006916,0,,,,Pending,18.002742,-66.110856,Building,"2V3Q+3M Guayama, Puerto Rico","Non-profit supporting the use of Montessori Educational Method in 42 public schools in
vulnerable communities island wide. All 42 schools are part of the Department of Education.
Recommended schools are official shelters, and community centers",2019/04/19 00:00:00+00,52
-66.110856,18.002742,286,Instituto Nueva Escuela,Community Center,Guayama,2500,Walmart,"Mercy Corps, Walmart, Miami Foundation",0,3,5,1971,6.02,,1.666666667,657,2.006916,0,,,,Pending,18.002742,-66.110856,Building,"2V3Q+3M Guayama, Puerto Rico","Non-profit supporting the use of Montessori Educational Method in 42 public schools in
vulnerable communities island wide. All 42 schools are part of the Department of Education.
Recommended schools are official shelters, and community centers",2019/04/19 00:00:00+00,53
-66.110856,18.002742,287,Instituto Nueva Escuela,Community Center,Guayama,2500,Miami Foundation,"Mercy Corps, Walmart, Miami Foundation",0,3,5,1971,6.02,,1.666666667,657,2.006916,0,,,,Pending,18.002742,-66.110856,Building,"2V3Q+3M Guayama, Puerto Rico","Non-profit supporting the use of Montessori Educational Method in 42 public schools in
vulnerable communities island wide. All 42 schools are part of the Department of Education.
Recommended schools are official shelters, and community centers",2019/04/19 00:00:00+00,54
-65.995618,17.979796,288,Instituto Nueva Escuela,Community Center,Patillas,2500,Mercy Corps,"Mercy Corps, Walmart, Miami Foundation",1,3,5,1971,6.02,,1.666666667,657,2.006916,0,,,,Pending,17.979796,-65.995618,Building,"X2H3+WQ Lamboglia, Patillas, Puerto Rico","Non-profit supporting the use of Montessori Educational Method in 42 public schools in
vulnerable communities island wide. All 42 schools are part of the Department of Education.
Recommended schools are official shelters, and community centers",2019/04/19 00:00:00+00,55
-65.995618,17.979796,289,Instituto Nueva Escuela,Community Center,Patillas,2500,Walmart,"Mercy Corps, Walmart, Miami Foundation",0,3,5,1971,6.02,,1.666666667,657,2.006916,0,,,,Pending,17.979796,-65.995618,Building,"X2H3+WQ Lamboglia, Patillas, Puerto Rico","Non-profit supporting the use of Montessori Educational Method in 42 public schools in
vulnerable communities island wide. All 42 schools are part of the Department of Education.
Recommended schools are official shelters, and community centers",2019/04/19 00:00:00+00,56
-65.995618,17.979796,290,Instituto Nueva Escuela,Community Center,Patillas,2500,Miami Foundation,"Mercy Corps, Walmart, Miami Foundation",0,3,5,1971,6.02,,1.666666667,657,2.006916,0,,,,Pending,17.979796,-65.995618,Building,"X2H3+WQ Lamboglia, Patillas, Puerto Rico","Non-profit supporting the use of Montessori Educational Method in 42 public schools in
vulnerable communities island wide. All 42 schools are part of the Department of Education.
Recommended schools are official shelters, and community centers",2019/04/19 00:00:00+00,57
-65.882,18.044,291,Escuela Ramón Quiñones Medina ,School,Yabucoa,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,Complete,18.044,-65.882,Building,,School / emergency shelter,2020/02/14 00:00:00+00,58
-65.867,18.177,292,Escuela Leoncio Meléndez,School,Las Piedras,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,Complete,18.177,-65.867,Building,,School / emergency shelter,2020/02/14 00:00:00+00,59
-65.847,18.037,293,Escuela SU Asuncion Lugo,School,Yabucoa,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,Complete,18.037,-65.847,Building,,School / emergency shelter,2020/02/14 00:00:00+00,60
-66.852,18.269,294,Escuela SU Angelica Delgado (SU America),School,Lares,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,Complete,18.269,-66.852,Building,,School / emergency shelter,2020/02/14 00:00:00+00,61
-66.595,18.224,295,Escuela Adrian Torres Torres,School,Jayuya,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,Complete,18.224,-66.595,Building,,School / emergency shelter,2020/02/14 00:00:00+00,62
-66.305,18.186,296,Escuela Luis Munoz Marin,School,Barranquitas,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,Complete,18.186,-66.305,Building,,School / emergency shelter,2020/02/14 00:00:00+00,63
-66.106,18.253,297,Escuela Luis Munoz Marin,School,Aguas Buenas,,American Red Cross,American Red Cross,1,1,45,17739,54.19,,45,17739,54.186732,0,,,,Complete,18.253,-66.106,Building,,School / emergency shelter,2020/02/14 00:00:00+00,64
-66.43,18.335,298,Escuela Josefa del Rio,School,Morovis,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,Complete,18.335,-66.43,Building,,School / emergency shelter,2020/02/14 00:00:00+00,65
-66.446,18.358,299,Escuela Barahona (intermedia) Angel J. Quintero Alfaro ,School,Morovis,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,Complete,18.358,-66.446,Building,,School / emergency shelter,2020/02/14 00:00:00+00,66
-66.235,18.267,300,Escuela Francisco Roque Muñoz,School,Naranjito,,American Red Cross,American Red Cross,1,1,45,17739,54.19,,45,17739,54.186732,0,,,,Complete,18.267,-66.235,Building,,School / emergency shelter,2020/02/14 00:00:00+00,67
-66.237,18.299,301,Escuela Rubén Rodríguez,School,Naranjito,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,Complete,18.299,-66.237,Building,,School / emergency shelter,2020/02/14 00:00:00+00,68
-66.092,18.257,302,Escuela Superior Urbana,School,Aguas Buenas,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,Complete,18.257,-66.092,Building,,School / emergency shelter,2020/02/14 00:00:00+00,69
-66.404,17.968,344,Esc. Martin Brumbaugh,School,Santa Isabel,,American Red Cross,American Red Cross,1,1,45,17739,54.19,,45,17739,54.186732,0,,,,In Process,17.968,-66.404,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,70
-66.01,18.216,304,Escuela Ines Maria Mendoza ,School,Caguas,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,Complete,18.216,-66.01,Building,,School / emergency shelter,2020/02/14 00:00:00+00,71
-66.852,18.465,305,Escuela Luis Felipe Crespo,School,Camuy,,American Red Cross,American Red Cross,1,1,45,17739,54.19,,45,17739,54.186732,0,,,,Complete,18.465,-66.852,Building,,School / emergency shelter,2020/02/14 00:00:00+00,72
-66.41,18.356,306,Escuela Franquez (Juana M Goytia Aviles),School,Morovis,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,Complete,18.356,-66.41,Building,,School / emergency shelter,2020/02/14 00:00:00+00,73
-66.721,18.169,307,Escuela Jose Emilio Lugo,School,Adjuntas,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,Complete,18.169,-66.721,Building,,School / emergency shelter,2020/02/14 00:00:00+00,74
-66.209,18.399,346,Esc. Martin Garcia Giusti,School,Toa Baja,,American Red Cross,American Red Cross,1,1,59,23257.8,71.04,,59,23257.8,71.0448264,0,,,,In Process,18.399,-66.209,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,75
-65.453,18.124,350,Esc. Maria M. Simmons,School,Vieques,,American Red Cross,American Red Cross,1,1,67,26411.4,80.68,,67,26411.4,80.6780232,0,,,,In Process,18.124,-65.453,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,76
-65.303,18.308,410,Esc. Antonio R. Barceló (Ecologica Elemental),School,Culebra,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,In Process,18.308,-65.303,Building,,,2020/02/14 00:00:00+00,77
-66.834,18.368,311,Escuela SU Santiago R. Palmer ,School,Camuy,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,Complete,18.368,-66.834,Building,,School / emergency shelter,2020/02/14 00:00:00+00,78
-66.165,18.213,312,Escuela Ernesto Vicente Caratini,School,Cidra,,American Red Cross,American Red Cross,1,1,55,21681,66.23,,55,21681,66.228228,0,,,,Complete,18.213,-66.165,Building,,School / emergency shelter,2020/02/14 00:00:00+00,79
-66.148,18.165,313,Escuela Violeta Reyes Perez,School,Cidra,,American Red Cross,American Red Cross,1,1,59,23257.8,71.04,,59,23257.8,71.0448264,0,,,,Complete,18.165,-66.148,Building,,School / emergency shelter,2020/02/14 00:00:00+00,80
